union_name,union_category,tag,union_introduction
성균합창단,음악,"합창, 지휘, 공연","1966년부터 58년의 전통을 잇는 중앙 합창 동아리 성균합창단에서
🎹평단원🎹를 모집합니다!

*성균합창단의 특장점

✅ 교내에서 합창 지휘를 해볼 수 있는 유일한 동아리
✅ 율전과 명륜 동방에 각각 피아노 한대씩 있어 연습 시간 이외에도 피아노 연습하실 수 있습니다.
✅ 중고등학교 합창부 경력이 있거나 없어도 노래부를 수 있어요~
✅ 11월에 성대한 공연에 참여할 수 있습니다~
"
성미회,미술,"미술, 전시회, 스케치","안녕하세요! 성균관대학교 순수미술 중앙동아리 성미회에서 23년도 2학기 개강을 맞아 신입 부원을 모집합니다!
그림 실력이 좋지 않으시다구요..?🤨 걱정은 던져두세요!
미술을 사랑하는 사람이라면 망설이지 말고 성미회와 함께 해요🖐

성미회는 중앙 동아리로 현재 명륜과 율전 캠퍼스에서 각각 활동하고 있으며, 명/율 부원들이 함께 할 수 있는 활동들도 준비되어 있습니다!"
기이타,음악,기타,"안녕하세요 ! 기타 동아리 기이타 입니다 🎶🎶
한번쯤 기타를 쳐보고 싶은분, 궁금한분, 취미로 배워보고 싶은분 !
정말 기타를 한 번 만져보고라도 싶은분 모두 모집하고 있습니다.

저희 “기이타”는 같이 기본 코드부터 시작해서 각자가 연주해보고 싶은 곡을 선정해서 완곡하는 것을 목표료 하고 있습니다."
북씨,독서,"독서, 소모임","북씨 는 l과 c를 k처럼 보이게 붙여, Boolc(c=see) '책을 보다'라는 의미의 독서 동아리 입니다. 책을 그저 진지하게만 읽어야 한다고 생각하기 보다 좋아하는 책이든 도전하고 싶은 책이든 어떤 모양으로 읽어도 독서이지 않겠냐는 뜻으로 지어졌습니다.
그렇기에 북씨는 기존 독서 동아리처럼 책을 같이 읽고 나누는 것도 좋지만 우선은 재미있게 읽으며 다양한 장르를 시도해보는 것을 지향합니다!

좋아하는 책 또는 도전하고 싶은 장르를 정해서 함께 읽고 얘기해요!"
DO IT,스포츠,"액티비티, 헬스","DO IT은 수도권을 중심으로 운동과 액티비티에 관심있는 20대 대학생들끼리 모여 여러 운동 관련활동을 다같이 해보자는 뜻으로, 정기적으로 헬스장을 단독 대관하여 함께 운동을 즐길 뿐만 아니라 배드민턴, 축구, 워킹, 클라이밍 등 다양한 액티비티를 함께 하며 건강한 삶을 만들어나가는 연합 동아리입니다."
WANTING,친목,"보드게임, 번개, 친목","안녕하세요 여러분! 황금 같이 소중하고 불꽃처럼 타오르는 젊은 시기에 새로운 사람들과 어울려 놀거나 새로운 인연을 만들고 싶지만, 성인이 되고 나니 마땅한 곳을 찾지 못하고 계신 분들에게 WANTING을 소개합니다!🎉 WANTING은 ‘want’와 ‘ing’의 합성어로 하고 싶은 일을 실행으로 옮긴다는 뜻을 담고 있습니다."
킹고스마트싱스,학술,"창업, AI, loT, 스터디, 공모전","킹고스마트싱스는,

AI 및 IoT를 주제로 스터디, 공모전, 특별한 활동을 통해 4차 산업시대를 선도하는 인재를 양성하는 창업 동아리입니다."
언랭,게임,"게임, 롤, 롤토체스, 발로란트","안녕하세요, Riot 게임 위주 연합 동아리 🎮 Unranked ‘언랭’ 🎮 입니다.
언랭에서 1.5기 신입 부원을 모집하고 있습니다. 많은 지원 부탁드립니다!
‘언랭’은 롤, 롤토체스, 발로란트 등 Riot 게임즈 게임을 위주로 플레이하는 동아리이며, Riot 게임 이외에도 마크, 스팀게임 등 다양한 게임 역시 플레이하고 있습니다.
동아리 이름처럼 저희는 뉴비분들을 적극 환영합니다. 게임을 잘 못해도, 처음이어도 주저하지 말고 지원해주세요!"
굿뽈유,제작,"굿즈, 제작, 디자인","굿뽈유'는 굿즈제작에 관심있는 사람들끼리 모여 굿즈 디자인, 도안화, 실물 제작 및 판매까지 함께해보는 동아리입니다!"
A_PRO,공연,"음악, 연극, 뮤지컬","NOW OR NEVER!🥊
안녕하세요. 공연예술동아리 A_PRO(에이프로)입니다.

저희 A_PRO(에이프로)는 '아마추어와 프로의 사이'라는 뜻과'앞으로' 라는 미래 지향적인 뜻을 동시에 가지고 2019년 3월에 시작해 공연 활동을 이어가고 있습니다.

A_PRO는 구성원의 모집을 전공자나 경력자들로 제한하지 않고, 음악 및 공연예술을 사랑하는 사람으로 진행하고 있으며, 연극, 뮤지컬, 콘서트 등 다양한 공연예술 활동을 계획 및 진행하고 있습니다."
HIT,학술,"정보, 보안, 스터디","소프트웨어학과 정보보안 동아리 HIT 에서 23년도 2학기 부원을 모집합니다!

이번에는 CTF 위주의 스터디를 진행하려고 하는데요,

💡 CTF (Capture The Flag)란?
해킹방어대회로, 문제 속 취약점을 찾고, 공격하여 획득한 flag를 대회 사이트에 제출하여 점수를 얻는 형식의 대회입니다.
데프콘, 코드게이트, 화이트햇 콘테스트 등 다양한 CTF가 매년 개최되고 있습니다.

CTF에 참여하고 수상해보면서 직접 겪은 시행착오, 경험, 지식을 공유해드리고, 최적의 방법으로 스스로 해킹 공부할 수 있는 환경을 만들어드리는 것을 목표로 하고 있습니다."
양화대교,친목,"맛집, 친목, 번개","꿀잼 새학기를 위한 최고의 선택 양화대교🌉

💕지원자 분들께서 양화대교에 대해 잘 아실 수 있도록 하단에 대학내일 TOP 동아리 인증서뿐만 아니라 양화대교 소개 탬플릿을 첨부하여서 양화대교 소개 및 활동 사진들을 확인하실 수 있습니다. 지원자 분들이 많을 경우 조기 마감될 수 있으니 관심있으신 분들은 후딱 지원해주세요💕

🌉양화대교🌉는 수도권을 중심으로 맛집투어뿐만 아니라 다양한 행사를 즐기며 여러 대학생들과 친목을 다지는 동아리입니다. 현재 800명 이상의 회원들이 활동하고 있으며, 대학내일 산하 아웃캠퍼스가 선정하는 전국 TOP 동아리(친목&문화 동아리 중 최초)에 선정되었습니다."
스쿱,스포츠,"농구, 여자농구","현재 50여 명의 팀원들, 선수 출신 코치님과 활동 중입니다. 명륜과 율전의 다양한 재ㆍ휴학생, 교환학생들로 이루어져 있으며, 농구를 잘하는 사람부터 처음 배우는 사람들까지 다양한 실력을 가진 팀원들이 있습니다!

2020년 SCOOP 창단 이후, 체계적인 정규/자율 훈련을 진행하고 다양한 대회에 참가하며 매우 활발하게 활동을 이어나가고 있습니다."
선비,게임,"게임, 보드게임, 롤","저희 팀 선비는 리그 오브 레전드, 로스트아크, 하스스톤, 구스구스덕과 같은 온라인 게임부터 오버워치2, 에이펙스, 발로란트와 같은 여러 종류의 fps게임과 스팀/콘솔 게임까지 다양한 게임을 새로운 사람들과 재밌게 즐길 수 있는 자리를 카카오톡 모집방을 활용하여 마련해 두었습니다. 내가 좋아하는 게임을 여러 사람들과 함께 플레이하고, 새로운 게임을 접해 각 게임의 고인물들에게 배워가는 재미를 느껴보시길 바랍니다."
미디어수다,시사,"시사, 사회, 토론","나도 이제 대학생! 뉴스 보고 사람들이랑 같이 얘기해보고 싶다
세상이 어떻게 돌아가고 있는지 알고 싶다
세상을 보는 나만의 관점을 가지고 싶다"
컨트롤S,자기개발,포토샵,"어떤 학과든지 포토샵은 기본적으로 사용할 수 있어야 하는 요즘, 방학을 맞아 자기개발을 함께 할 분들을 모집합니다.
* 기존 2기 활동자 모집을 하였으나 단타로 빠지는 분들이 많아 상시모집으로 모집 방법을 변경하였으니 모집기간 상관없이 많은 지원 바랍니다!

📌모집대상
- 포토샵 프로그램을 배우고 싶은 재/휴학생 및 졸업생
- 전공자 또는 비전공자
- 서울에서 활동 가능한 분"
빵공장 친구들,취미,"베이커리, 빵, 번개","‘빵공장 친구들’ 동아리를 알려드릴 잼아저씨에요~ 🤭호호호빵빵( ◜‿◝ )*.✧
호빵 식빵 메론빵 몽블랑 마들렌 스콘 등등 혼자 먹어보기는 부담스럽지??
가격은 같이 N빵할 거란다"
아름,스포츠,"피트니스, 액티비티, 번개, 헬스","🔥 청춘을 '아름'답게 인생을 '아름'답게 🔥
👶 헬스를 시작하는 헬린이부터👨‍
🦲 헬스에 미쳐버린 헬창까지🙋
🙋‍ 모두들 대환영입니다 🙋‍♀🙋‍♂"
크레파스,발표,발표,"아직도 발표만 생각하면 덜덜 떨리신다구요?
발표 전날 기분나쁜 긴장감은 이제 그만!
보기만 해도 꺄르륵 웃음터지는 크레파서들과 발표를 기분좋은 끌림으로 바꿔보세요!"
청춘공방,기획,"문화, 기획,  디자인","“청춘의 물음표를 느낌표로 바꾸다”
대학생문화기획단 ‘청춘공방’에서 13기 추가 모집을 진행합니다!

청춘공방은 20대 청춘들이 모여 청춘을 위한 행사를 기획하는 연합 동아리입니다. 같은 청춘이기에 공감할 수 있는 고민과 생각, 가치를 담아 문화행사를 기획하며 새로운 사람들과의 추억을 남길 수 있습니다.

그리고 현재, 열 여덟번째 행사를 함께 꾸려나갈 13기 실장 및 실원분들을 기다리고 있습니다 👀💛

청춘공방은 기획실, 디자인실, 대외협력실, 운영실, 홍보실 총 5개의 실로 구성되며, 각 실에 속한 한 명의 실장이 실을 대표하여 실장단 업무를 맡습니다.

☝️행사 및 문화콘텐츠 기획에 관심이 많은 청춘!
☝️상상 속 아이디어를 현실로 실현시키고 싶은 청춘!
☝️ 청춘공방과 함께 추억, 변화, 인연을 만들어나가고 싶은 청춘!
☝️ 2023년을 활기차고 재밌게 보내고 싶은 청춘!

🗣 청춘공방은 함께 도전해나갈 여러분들 모두 환영합니다! 👏🏻👏🏻👏🏻"
TRENDER,친목,"친목, 수도권, 스터디, 번개","📓트렌드를 선도하는 청춘들 𝑻𝑹𝑬𝑵𝑫𝑬𝑹에서 1기 신입 부원들을 모집합니다📓
대학생활에 의미있는 “활동”과 “인연” 두 마리의 토끼를 다 잡을 수 있는 친목 동아리를 찾고 계신가요❓
😎𝑻𝑹𝑬𝑵𝑫𝑬𝑹가 당신을 기다립니다😎

✔️활동내용
맛집 탐방, 보드게임카페, 한강, 롯데월드, 축구/야구 직관, 볼링, 당구, 플스, 글램핑, 등산, 스키, 빠지, 엠티, 여행, 뮤지컬/연극, 방탈출, 천체관측 등등 번개 모임+ 대외활동(스터디, 주제토론, 시험기간 도서관)"
버팔로워,자기개발,"버킷리스트, 친목","안녕하세요. 대학생 연합 버킷리스트 동아리 버팔로워에서 1기 부원을 모집합니다!! 저희 버팔로워는 “Bucket List Follower”의 줄임말로 각자가 이루고 싶은 목표를 설정하고 그 목표를 불굴의 의지를 가지고 이루고자 하는 의인들의 모임입니다!

♠ 이런 분들을 환영합니다!
- 새로운 친구들을 부담 없이 만나보고 싶은 사람!
- 갓생 살아보고 싶은 사람!
- 대학생활을 어떻게 보낼지 아직 잘 모르겠는 사람!
- 성공적인 대학생활을 보내는 법을 공유하고 싶은 사람!
- 모임에 성실하게 참여가 가능한 사람!"
루케테,연극,"뮤지컬, 디자인, 배우, 극본","루케테는 뮤지컬을 사랑하는 대학생이 모여
한 편의 공연을 제작하는 동아리입니다!
뮤지컬에 대한 관심, 창작에 대한 열정,
그리고 극을 완성하려는 뜨거운 마음만 있다면!
학교, 전공, 나이에 상관없이 환영합니다!

100% 창작의 성취감을 맛보고 싶다면!
인생에서 잊지 못할 순간을 만들고 싶다면!
가슴 뛰는 순간을 공유할 사람들을 만나고 싶다면!
주저 말고 대학생 연합 창작 뮤지컬 동아리 루케테에 지원해 주세요!"
그림마당,만화,"만화, 그림, 애니메이션","그림마당은 만화나 그림그리기, 만화영화(애니메이션), 만화관련 컨텐츠들을 좋아하는 사람들이 모인 동아리 입니다.
만화를 그려 회지를 만들고, 일러스트를 그려 전시하는 활동을 하고 있습니다!"
줍쓰,스포츠,"등산, 환경","함께 걷고! 함께 줍고! 함께 놀자!
지구와 환경을 사랑하는 대학생들이 모였다! 💚

🌍 줍쓰 활동 들어볼래?
- 줍쓰는 매달 마지막 주 수요일 오후 7시에 쓰레기를 줍는 활동을 합니다!
- 끝나면 맛있는 전과 막걸리가 우리를 기다립니다 🍶
- 매달 정하는 우리의 목표, 그리고 인증샷 📸
- 종종 주말에는 등산도 하고 나무도 심으로 간다구"
MSG,자기개발,"마케팅, 스터디","🔥마케터로써의 성장을 위한 첫 발걸음🥾
⭐️MSG에서 함께해요⭐️
MSG = Markteing Study Group

이런 고민, 지금 하고 계신가요?🤔
1️⃣학회나 연합동아리도 스펙이 필요한데, 포트폴리오는 어떻게 만들 수 있지?
2️⃣마케팅 제안서 만드는 법을 기초부터 배워보고 싶어.
3️⃣실제 공모전에 나가기 전에 연습과 경험을 해볼 수 없을까?
4️⃣학회, 연합동아리는 부담스러워..짧지만 의미 있는 대외활동 없을까?

한 달의 기간동안
🚀기초부터 미니 프로젝트까지
빈틈없이 채워가는✅
유일한 대학생 마케팅 스터디 그룹🙆‍♀️🙆‍♂️"
